,Actual,Prediction,Accuracy,ModelName,GridSearchParameters,GridSearchBestParameters,RunDate,RunTime
665,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
666,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
667,0,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
668,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
669,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
670,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
671,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
672,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
673,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
674,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
675,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
676,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
677,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
678,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
679,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
680,0,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
681,0,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
682,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
683,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
684,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
685,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
686,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
687,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
688,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
689,0,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
690,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
691,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
692,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
693,0,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
694,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
695,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
696,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
697,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
698,1,1,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
699,0,0,0,AdaBoostClassifier,{},{},2022-05-02,03:35:32
